"","clean_word","sample_id","word_id","word.x","surp","shannon","renyi","word.y","total_rt","gaze_rt","firstfix_rt","model","model_size","lang","taint","freq","log_freq","len","prev_surp","prev2_surp","prev_freq","prev2_freq","prev_len","prev2_len","prev_shannon","prev2_shannon","prev_renyi","prev2_renyi","prev_sample","prev2_sample"
"11","성격을",1,12,"성격을",9.04676818847656,5.81541299819946,7.94458913803101,"성격을",462.428571428571,241,207.47619047619,"-1",75611089,"ko","none",1618,7.389,3,16.7877521514893,3.66659212112427,6,78068,3,2,6.55773162841797,5.9401535987854,8.08750438690186,7.80134582519531,1,1
"12","지녀",1,13,"지녀",7.08212876319885,3.45010733604431,6.34374046325684,"지녀",353.761904761905,226.52380952381,219.333333333333,"-1",75611089,"ko","none",54,3.989,2,9.04676818847656,16.7877521514893,1618,6,3,3,5.81541299819946,6.55773162841797,7.94458913803101,8.08750438690186,1,1
"13","보통",1,14,"보통",8.2453031539917,5.45274066925049,7.90525197982788,"보통",125.952380952381,117.428571428571,112.333333333333,"-1",75611089,"ko","none",7250,8.889,2,7.08212876319885,9.04676818847656,54,1618,2,3,3.45010733604431,5.81541299819946,6.34374046325684,7.94458913803101,1,1
"14","두",1,15,"두",4.13302612304688,5.78637790679932,7.94919538497925,"두",45.7142857142857,40.5714285714286,40.5714285714286,"-1",75611089,"ko","none",43167,10.673,1,8.2453031539917,7.08212876319885,7250,54,2,2,5.45274066925049,3.45010733604431,7.90525197982788,6.34374046325684,1,1
"15","개의",1,16,"개의",1.70245122909546,4.4204421043396,7.2261905670166,"개의",313.190476190476,214.666666666667,172.142857142857,"-1",75611089,"ko","none",9226,9.13,2,4.13302612304688,8.2453031539917,43167,7250,1,2,5.78637790679932,5.45274066925049,7.94919538497925,7.90525197982788,1,1
"16","얼굴을",1,17,"얼굴을",6.62018013000488,6.82283878326416,8.25820064544678,"얼굴을",274.380952380952,153,153,"-1",75611089,"ko","none",887,6.788,3,1.70245122909546,4.13302612304688,9226,43167,2,1,4.4204421043396,5.78637790679932,7.2261905670166,7.94919538497925,1,1
"17","가지고",1,18,"가지고",2.22840881347656,4.89643049240112,7.44936275482178,"가지고",204.857142857143,125.142857142857,125.142857142857,"-1",75611089,"ko","none",16245,9.696,3,6.62018013000488,1.70245122909546,887,9226,3,2,6.82283878326416,4.4204421043396,8.25820064544678,7.2261905670166,1,1
"18","있는",1,19,"있는",3.68807172775269,2.93877053260803,5.85899448394775,"있는",127.52380952381,127.52380952381,127.52380952381,"-1",75611089,"ko","none",107483,11.59,2,2.22840881347656,6.62018013000488,16245,887,3,3,4.89643049240112,6.82283878326416,7.44936275482178,8.25820064544678,1,1
"19","것으로",1,20,"것으로",3.06443405151367,5.72309923171997,7.75857257843018,"것으로",130,104.809523809524,104.809523809524,"-1",75611089,"ko","none",39728,10.59,3,3.68807172775269,2.22840881347656,107483,16245,2,3,2.93877053260803,4.89643049240112,5.85899448394775,7.44936275482178,1,1
"20","그려지는데",1,21,"그려지는데,",10.9153100550175,4.70106983184814,7.22809553146362,"그려지는데,",288.238095238095,178.380952380952,156.809523809524,"-1",75611089,"ko","none",5,1.609,5,3.06443405151367,3.68807172775269,39728,107483,3,2,5.72309923171997,2.93877053260803,7.75857257843018,5.85899448394775,1,1
"21","이는",1,22,"이는",1.91163492202759,5.21228408813477,7.56212949752808,"이는",211.047619047619,198.428571428571,168.666666666667,"-1",75611089,"ko","none",23814,10.078,2,10.9153100550175,3.06443405151367,5,39728,5,3,4.70106983184814,5.72309923171997,7.22809553146362,7.75857257843018,1,1
"22","그가",1,23,"그가",5.30429649353027,6.35749578475952,8.04243850708008,"그가",230.380952380952,176.095238095238,153.285714285714,"-1",75611089,"ko","none",14436,9.577,2,1.91163492202759,10.9153100550175,23814,5,2,5,5.21228408813477,4.70106983184814,7.56212949752808,7.22809553146362,1,1
"23","미래와",1,24,"미래와",12.7039070129395,6.85144376754761,8.3029317855835,"미래와",397.571428571429,268.52380952381,209.47619047619,"-1",75611089,"ko","none",37,3.611,3,5.30429649353027,1.91163492202759,14436,23814,2,2,6.35749578475952,5.21228408813477,8.04243850708008,7.56212949752808,1,1
"24","과거를",1,25,"과거를",6.52025032043457,5.41373634338379,7.60043334960938,"과거를",298.095238095238,172.285714285714,157.952380952381,"-1",75611089,"ko","none",390,5.966,3,12.7039070129395,5.30429649353027,37,14436,3,2,6.85144376754761,6.35749578475952,8.3029317855835,8.04243850708008,1,1
"25","모두",1,26,"모두",5.25669002532959,5.90841293334961,7.68660879135132,"모두",216.761904761905,139.142857142857,139.142857142857,"-1",75611089,"ko","none",27944,10.238,2,6.52025032043457,12.7039070129395,390,37,3,3,5.41373634338379,6.85144376754761,7.60043334960938,8.3029317855835,1,1
"26","살피기",1,27,"살피기",7.9462388753891,6.06667709350586,7.72214078903198,"살피기",369.095238095238,207.095238095238,207.095238095238,"-1",75611089,"ko","none",27,3.296,3,5.25669002532959,6.52025032043457,27944,390,2,3,5.90841293334961,5.41373634338379,7.68660879135132,7.60043334960938,1,1
"27","때문이다",1,28,"때문이다.",4.2623535473831,1.85416519641876,4.14534997940063,"때문이다.",354.285714285714,249.47619047619,170.047619047619,"-1",75611089,"ko","none",34,3.526,4,7.9462388753891,5.25669002532959,27,27944,3,2,6.06667709350586,5.90841293334961,7.72214078903198,7.68660879135132,1,1
"28","야",1,29,"야",3.89298272132874,5.79725122451782,7.78921985626221,"야",71.6190476190476,71.6190476190476,62.5714285714286,"-1",75611089,"ko","none",34,3.526,1,4.2623535473831,7.9462388753891,34,27,4,3,1.85416519641876,6.06667709350586,4.14534997940063,7.72214078903198,1,1
"29","누스는",1,30,"누스는",27.6034870147705,0.00797221437096596,0.924192190170288,"누스는",325.904761904762,222.47619047619,175.666666666667,"-1",75611089,"ko","none",5,1.609,3,3.89298272132874,4.2623535473831,34,34,1,4,5.79725122451782,1.85416519641876,7.78921985626221,4.14534997940063,1,1
"30","갈등의",1,31,"갈등의",13.8935341835022,6.65152645111084,8.18280220031738,"갈등의",542.619047619048,226.238095238095,180.52380952381,"-1",75611089,"ko","none",143,4.963,3,27.6034870147705,3.89298272132874,5,34,3,1,0.00797221437096596,5.79725122451782,0.924192190170288,7.78921985626221,1,1
"31","시작과",1,32,"시작과",7.00459408760071,5.3892126083374,7.58824443817139,"시작과",528.380952380952,260.619047619048,210.904761904762,"-1",75611089,"ko","none",223,5.407,3,13.8935341835022,27.6034870147705,143,5,3,3,6.65152645111084,0.00797221437096596,8.18280220031738,0.924192190170288,1,1
"32","끝을",1,33,"끝을",3.30274343490601,5.87869834899902,7.91500043869019,"끝을",273.904761904762,158.238095238095,127.52380952381,"-1",75611089,"ko","none",524,6.261,2,7.00459408760071,13.8935341835022,223,143,3,3,5.3892126083374,6.65152645111084,7.58824443817139,8.18280220031738,1,1
"33","주재하고",1,34,"주재하고,",13.9436807632446,5.98265743255615,7.7169942855835,"주재하고,",375.428571428571,192.952380952381,165.142857142857,"-1",75611089,"ko","none",42,3.738,4,3.30274343490601,7.00459408760071,524,223,2,3,5.87869834899902,5.3892126083374,7.91500043869019,7.58824443817139,1,1
"34","이에",1,35,"이에",5.69050598144531,6.61932802200317,8.19247913360596,"이에",191.952380952381,138.571428571429,119.238095238095,"-1",75611089,"ko","none",20561,9.931,2,13.9436807632446,3.30274343490601,42,524,4,2,5.98265743255615,5.87869834899902,7.7169942855835,7.91500043869019,1,1
"35","따라",1,36,"따라",1.54603004455566,4.97040557861328,7.58449411392212,"따라",230.47619047619,165,145.238095238095,"-1",75611089,"ko","none",38265,10.552,2,5.69050598144531,13.9436807632446,20561,42,2,4,6.61932802200317,5.98265743255615,8.19247913360596,7.7169942855835,1,1
"36","전쟁과",1,37,"전쟁과",9.53852844238281,6.32203149795532,8.10078525543213,"전쟁과",402.285714285714,213.52380952381,196.571428571429,"-1",75611089,"ko","none",527,6.267,3,1.54603004455566,5.69050598144531,38265,20561,2,2,4.97040557861328,6.61932802200317,7.58449411392212,8.19247913360596,1,1
"37","평화",1,38,"평화",2.3429651260376,5.64889526367188,7.72593593597412,"평화",274.857142857143,185.047619047619,163.952380952381,"-1",75611089,"ko","none",1124,7.025,2,9.53852844238281,1.54603004455566,527,38265,3,2,6.32203149795532,4.97040557861328,8.10078525543213,7.58449411392212,1,1
"38","역시",1,39,"역시",8.89834213256836,2.20414113998413,5.6683931350708,"역시",260.238095238095,192.571428571429,163.904761904762,"-1",75611089,"ko","none",12819,9.459,2,2.3429651260376,9.53852844238281,1124,527,2,3,5.64889526367188,6.32203149795532,7.72593593597412,8.10078525543213,1,1
"39","야누스",1,41,"야누스",6.91391086578369,5.38935375213623,7.73596143722534,"야누스",290.047619047619,210.714285714286,158.857142857143,"-1",75611089,"ko","none",13,2.565,3,8.89834213256836,2.3429651260376,12819,1124,2,2,2.20414113998413,5.64889526367188,5.6683931350708,7.72593593597412,1,1
"40","사원의",1,42,"사원의",12.6342707872391,1.29063093662262,5.03515148162842,"사원의",506.619047619048,344.047619047619,250.714285714286,"-1",75611089,"ko","none",253,5.533,3,6.91391086578369,8.89834213256836,13,12819,3,2,5.38935375213623,2.20414113998413,7.73596143722534,5.6683931350708,1,1
"41","문은",1,43,"문은",6.80404877662659,6.99445772171021,8.24260425567627,"문은",256.571428571429,183.761904761905,157.809523809524,"-1",75611089,"ko","none",247,5.509,2,12.6342707872391,6.91391086578369,253,13,3,3,1.29063093662262,5.38935375213623,5.03515148162842,7.73596143722534,1,1
"42","전",1,44,"전",6.70115566253662,7.07340908050537,8.37856101989746,"전",53.1428571428571,43.5714285714286,43.5714285714286,"-1",75611089,"ko","none",20582,9.932,1,6.80404877662659,12.6342707872391,247,253,2,3,6.99445772171021,1.29063093662262,8.24260425567627,5.03515148162842,1,1
"43","열려",1,46,"열려",7.6222939491272,7.26901388168335,8.47833824157715,"열려",328.380952380952,158.857142857143,129.666666666667,"-1",75611089,"ko","none",388,5.961,2,6.70115566253662,6.80404877662659,20582,247,1,2,7.07340908050537,6.99445772171021,8.37856101989746,8.24260425567627,1,1
"44","있고",1,47,"있고",2.93573427200317,3.92078232765198,6.53519344329834,"있고",193.714285714286,124.238095238095,124.238095238095,"-1",75611089,"ko","none",8891,9.093,2,7.6222939491272,6.70115566253662,388,20582,2,1,7.26901388168335,7.07340908050537,8.47833824157715,8.37856101989746,1,1
"45","평화의",1,48,"평화의",9.03472208976746,1.68551814556122,6.70487546920776,"평화의",372.714285714286,214.904761904762,196.904761904762,"-1",75611089,"ko","none",281,5.638,3,2.93573427200317,7.6222939491272,8891,388,2,2,3.92078232765198,7.26901388168335,6.53519344329834,8.47833824157715,1,1
"46","시기에는",1,49,"시기에는",7.36219549179077,5.40876531600952,7.64022970199585,"시기에는",373.904761904762,203.095238095238,155.238095238095,"-1",75611089,"ko","none",670,6.507,4,9.03472208976746,2.93573427200317,281,8891,3,2,1.68551814556122,3.92078232765198,6.70487546920776,6.53519344329834,1,1
"47","닫혀",1,50,"닫혀",4.26019176840782,5.76948833465576,8.160964012146,"닫혀",253.238095238095,196.714285714286,168.380952380952,"-1",75611089,"ko","none",88,4.477,2,7.36219549179077,9.03472208976746,670,281,4,3,5.40876531600952,1.68551814556122,7.64022970199585,6.70487546920776,1,1
"48","있다",1,51,"있다.",1.06362290680408,2.5745906829834,4.70674085617065,"있다.",110.571428571429,93.1428571428571,93.1428571428571,"-1",75611089,"ko","none",1260,7.139,2,4.26019176840782,7.36219549179077,88,670,2,4,5.76948833465576,5.40876531600952,8.160964012146,7.64022970199585,1,1
"49","문의",1,52,"문의",6.88920098543167,5.63115692138672,7.87387371063232,"문의",310.666666666667,207.809523809524,157.380952380952,"-1",75611089,"ko","none",203,5.313,2,1.06362290680408,4.26019176840782,1260,88,2,2,2.5745906829834,5.76948833465576,4.70674085617065,8.160964012146,1,1
"50","신으로서",1,53,"신으로서",5.49533021450043,5.7813982963562,7.91062784194946,"신으로서",586.095238095238,320.285714285714,223,"-1",75611089,"ko","none",29,3.367,4,6.88920098543167,1.06362290680408,203,1260,2,2,5.63115692138672,2.5745906829834,7.87387371063232,4.70674085617065,1,1
"51","야누스는",1,54,"야누스는",4.56190502643585,6.26469135284424,8.12423801422119,"야누스는",305.238095238095,204.666666666667,178.571428571429,"-1",75611089,"ko","none",9,2.197,4,5.49533021450043,6.88920098543167,29,203,4,2,5.7813982963562,5.63115692138672,7.91062784194946,7.87387371063232,1,1
"52","집의",1,55,"집의",10.2693114280701,6.84904956817627,8.22096729278564,"집의",315.095238095238,224.571428571429,197.904761904762,"-1",75611089,"ko","none",348,5.852,2,4.56190502643585,5.49533021450043,9,29,4,4,6.26469135284424,5.7813982963562,8.12423801422119,7.91062784194946,1,1
"53","문으로",1,56,"문으로",4.767733335495,5.68103981018066,7.85166597366333,"문으로",444.52380952381,279.52380952381,217.714285714286,"-1",75611089,"ko","none",101,4.615,3,10.2693114280701,4.56190502643585,348,9,2,4,6.84904956817627,6.26469135284424,8.22096729278564,8.12423801422119,1,1
"54","나가고",1,57,"나가고",9.67321062088013,6.54198122024536,8.14439487457275,"나가고",360.047619047619,292.714285714286,213.428571428571,"-1",75611089,"ko","none",243,5.493,3,4.767733335495,10.2693114280701,101,348,3,2,5.68103981018066,6.84904956817627,7.85166597366333,8.22096729278564,1,1
"55","는",1,59,"는",13.1527423858643,2.75893068313599,4.8882942199707,"는",25,25,25,"-1",75611089,"ko","none",4445,8.4,1,9.67321062088013,4.767733335495,243,101,3,3,6.54198122024536,5.68103981018066,8.14439487457275,7.85166597366333,1,1
"56","것과도",1,60,"것과도",14.4353952407837,6.94507265090942,8.3195686340332,"것과도",367.333333333333,244.952380952381,169.47619047619,"-1",75611089,"ko","none",52,3.951,3,13.1527423858643,9.67321062088013,4445,243,1,3,2.75893068313599,6.54198122024536,4.8882942199707,8.14439487457275,1,1
"57","야누스는",1,62,"야누스는",3.80561384558678,5.7007417678833,7.87019443511963,"야누스는",374.619047619048,208,150.047619047619,"-1",75611089,"ko","none",9,2.197,4,14.4353952407837,13.1527423858643,52,4445,3,1,6.94507265090942,2.75893068313599,8.3195686340332,4.8882942199707,1,1
"58","종종",1,63,"종종",5.39761638641357,6.7836446762085,8.23697662353516,"종종",212.428571428571,169.238095238095,153.095238095238,"-1",75611089,"ko","none",3881,8.264,2,3.80561384558678,14.4353952407837,9,52,4,3,5.7007417678833,6.94507265090942,7.87019443511963,8.3195686340332,1,1
"59","변화와",1,64,"변화와",12.2611217498779,6.92285680770874,8.32020664215088,"변화와",397.952380952381,201,175.666666666667,"-1",75611089,"ko","none",334,5.811,3,5.39761638641357,3.80561384558678,3881,9,2,4,6.7836446762085,5.7007417678833,8.23697662353516,7.87019443511963,1,1
"60","변천을",1,65,"변천을",10.0532075762749,6.94412136077881,8.21412944793701,"변천을",385.047619047619,277.333333333333,170.666666666667,"-1",75611089,"ko","none",90,4.5,3,12.2611217498779,5.39761638641357,334,3881,3,2,6.92285680770874,6.7836446762085,8.32020664215088,8.23697662353516,1,1
"61","상징하는데",1,66,"상징하는데,",8.72088551521301,5.61266803741455,7.50237321853638,"상징하는데,",275.714285714286,175.047619047619,126.809523809524,"-1",75611089,"ko","none",6,1.792,5,10.0532075762749,12.2611217498779,90,334,3,3,6.94412136077881,6.92285680770874,8.21412944793701,8.32020664215088,1,1
"62","그",1,67,"그",3.14822459220886,4.87415742874146,7.55887937545776,"그",43.1428571428571,43.1428571428571,43.1428571428571,"-1",75611089,"ko","none",132502,11.794,1,8.72088551521301,10.0532075762749,6,90,5,3,5.61266803741455,6.94412136077881,7.50237321853638,8.21412944793701,1,1
"63","예로",1,68,"예로",3.31202125549316,3.72369003295898,6.93754196166992,"예로",277.285714285714,161.142857142857,129.619047619048,"-1",75611089,"ko","none",1410,7.251,2,3.14822459220886,8.72088551521301,132502,6,1,5,4.87415742874146,5.61266803741455,7.55887937545776,7.50237321853638,1,1
"64","하나의",1,69,"하나의",9.59004211425781,4.3608078956604,7.68146324157715,"하나의",398.333333333333,269.619047619048,220,"-1",75611089,"ko","none",7135,8.873,3,3.31202125549316,3.14822459220886,1410,132502,2,1,3.72369003295898,4.87415742874146,6.93754196166992,7.55887937545776,1,1
"65","상태에서",1,70,"상태에서",12.7509918212891,6.53613662719727,8.06054782867432,"상태에서",450.095238095238,309.095238095238,226.380952380952,"-1",75611089,"ko","none",2012,7.607,4,9.59004211425781,3.31202125549316,7135,1410,3,2,4.3608078956604,3.72369003295898,7.68146324157715,6.93754196166992,1,1
"66","다른",1,71,"다른",4.6804666519165,6.39241790771484,8.22093296051025,"다른",226.666666666667,193.52380952381,178.761904761905,"-1",75611089,"ko","none",53516,10.888,2,12.7509918212891,9.59004211425781,2012,7135,4,3,6.53613662719727,4.3608078956604,8.06054782867432,7.68146324157715,1,1
"67","상태",1,72,"상태",7.70549583435059,5.13055324554443,7.29337167739868,"상태",82.6190476190476,64.4761904761905,64.4761904761905,"-1",75611089,"ko","none",676,6.516,2,4.6804666519165,12.7509918212891,53516,2012,2,4,6.39241790771484,6.53613662719727,8.22093296051025,8.06054782867432,1,1
"68","로",1,73,"로",11.4580745697021,1.51900565624237,5.09341478347778,"로",29.3333333333333,29.3333333333333,29.3333333333333,"-1",75611089,"ko","none",1783,7.486,1,7.70549583435059,4.6804666519165,676,53516,2,2,5.13055324554443,6.39241790771484,7.29337167739868,8.22093296051025,1,1
"69","혹은",1,74,"혹은",10.3530960083008,6.46136522293091,8.11502456665039,"혹은",274.52380952381,205.666666666667,174.47619047619,"-1",75611089,"ko","none",9710,9.181,2,11.4580745697021,7.70549583435059,1783,676,1,2,1.51900565624237,5.13055324554443,5.09341478347778,7.29337167739868,1,1
"70","하나의",1,75,"하나의",4.39833974838257,6.42137145996094,8.20146942138672,"하나의",308,145.571428571429,139.952380952381,"-1",75611089,"ko","none",7135,8.873,3,10.3530960083008,11.4580745697021,9710,1783,2,1,6.46136522293091,1.51900565624237,8.11502456665039,5.09341478347778,1,1
"71","관점에서",1,76,"관점에서",8.2706241607666,6.28312921524048,7.96288824081421,"관점에서",314.666666666667,242.285714285714,185.666666666667,"-1",75611089,"ko","none",1156,7.053,4,4.39833974838257,10.3530960083008,7135,9710,3,2,6.42137145996094,6.46136522293091,8.20146942138672,8.11502456665039,1,1
"72","다른",1,77,"다른",4.5107307434082,6.68087863922119,8.22933006286621,"다른",121,78.7619047619048,78.7619047619048,"-1",75611089,"ko","none",53516,10.888,2,8.2706241607666,4.39833974838257,1156,7135,4,3,6.28312921524048,6.42137145996094,7.96288824081421,8.20146942138672,1,1
"73","진보",1,79,"진보,",13.0435485839844,5.73542404174805,7.81120634078979,"진보,",224.428571428571,189.619047619048,189.619047619048,"-1",75611089,"ko","none",313,5.746,2,4.5107307434082,8.2706241607666,53516,1156,2,4,6.68087863922119,6.28312921524048,8.22933006286621,7.96288824081421,1,1
"74","그리고",1,80,"그리고",2.22536993026733,5.85831928253174,8.06957340240479,"그리고",134.428571428571,111.666666666667,104.714285714286,"-1",75611089,"ko","none",40124,10.6,3,13.0435485839844,4.5107307434082,313,53516,2,2,5.73542404174805,6.68087863922119,7.81120634078979,8.22933006286621,1,1
"75","어린이에서",1,81,"어린이에서",15.590714931488,6.7414026260376,8.2340030670166,"어린이에서",523.238095238095,304.238095238095,208.47619047619,"-1",75611089,"ko","none",6,1.792,5,2.22536993026733,13.0435485839844,40124,313,3,2,5.85831928253174,5.73542404174805,8.06957340240479,7.81120634078979,1,1
"76","성장",1,83,"성장",5.90002775192261,5.9422664642334,7.82558393478394,"성장",234,145.47619047619,125.238095238095,"-1",75611089,"ko","none",625,6.438,2,15.590714931488,2.22536993026733,6,40124,5,3,6.7414026260376,5.85831928253174,8.2340030670166,8.06957340240479,1,1
"77","등을",1,84,"등을",3.57433366775513,3.14142847061157,6.25407218933105,"등을",243.285714285714,205.380952380952,191.47619047619,"-1",75611089,"ko","none",25431,10.144,2,5.90002775192261,15.590714931488,625,6,2,5,5.9422664642334,6.7414026260376,7.82558393478394,8.2340030670166,1,1
"78","들",1,85,"들",1.36845588684082,4.5114164352417,6.9475793838501,"들",117.047619047619,95.5714285714286,95.5714285714286,"-1",75611089,"ko","none",1761,7.474,1,3.57433366775513,5.90002775192261,25431,625,2,2,3.14142847061157,5.9422664642334,6.25407218933105,7.82558393478394,1,1
"79","수",1,86,"수",0.0113664921373129,0.101445078849792,2.71437191963196,"수",55.7619047619048,55.7619047619048,55.7619047619048,"-1",75611089,"ko","none",157608,11.968,1,1.36845588684082,3.57433366775513,1761,25431,1,2,4.5114164352417,3.14142847061157,6.9475793838501,6.25407218933105,1,1
"80","있",1,87,"있",9.02633285522461,0.208755195140839,1.77384173870087,"있",12.2380952380952,12.2380952380952,12.2380952380952,"-1",75611089,"ko","none",31,3.434,1,0.0113664921373129,1.36845588684082,157608,1761,1,1,0.101445078849792,4.5114164352417,2.71437191963196,6.9475793838501,1,1
"81","다",1,88,"다.",7.67664557695389,2.86068630218506,5.72003555297852,"다.",64.9523809523809,59.2857142857143,50.0952380952381,"-1",75611089,"ko","none",5198,8.556,1,9.02633285522461,0.0113664921373129,31,157608,1,1,0.208755195140839,0.101445078849792,1.77384173870087,2.71437191963196,1,1
"82","따라서",1,89,"따라서",5.6279468536377,5.16329574584961,7.73490333557129,"따라서",260.142857142857,204.47619047619,160.619047619048,"-1",75611089,"ko","none",11619,9.36,3,7.67664557695389,9.02633285522461,5198,31,1,1,2.86068630218506,0.208755195140839,5.72003555297852,1.77384173870087,1,1
"83","야누스는",1,90,"야누스는",1.97100731730461,3.93457627296448,7.28119373321533,"야누스는",240.809523809524,166.190476190476,133.380952380952,"-1",75611089,"ko","none",9,2.197,4,5.6279468536377,7.67664557695389,11619,5198,3,1,5.16329574584961,2.86068630218506,7.73490333557129,5.72003555297852,1,1
"84","결혼과",1,91,"결혼과",8.08188247680664,6.83447647094727,8.22005367279053,"결혼과",223.52380952381,174.52380952381,167.428571428571,"-1",75611089,"ko","none",158,5.063,3,1.97100731730461,5.6279468536377,9,11619,4,3,3.93457627296448,5.16329574584961,7.28119373321533,7.73490333557129,1,1
"85","죽음",1,92,"죽음",4.43176984786987,5.86162281036377,7.76637697219849,"죽음",135.095238095238,116.428571428571,109.380952380952,"-1",75611089,"ko","none",390,5.966,2,8.08188247680664,1.97100731730461,158,9,3,4,6.83447647094727,3.93457627296448,8.22005367279053,7.28119373321533,1,1
"86","그리고",1,93,"그리고",4.96515703201294,2.50009942054749,5.17255210876465,"그리고",172.047619047619,157.095238095238,148.333333333333,"-1",75611089,"ko","none",40124,10.6,3,4.43176984786987,8.08188247680664,390,158,2,3,5.86162281036377,6.83447647094727,7.76637697219849,8.22005367279053,1,1
"87","그",1,94,"그",3.78522062301636,6.66855049133301,8.10683822631836,"그",43.4285714285714,43.4285714285714,43.4285714285714,"-1",75611089,"ko","none",132502,11.794,1,4.96515703201294,4.43176984786987,40124,390,3,2,2.50009942054749,5.86162281036377,5.17255210876465,7.76637697219849,1,1
"88","외",1,95,"외",4.65230941772461,5.7880072593689,7.62359476089478,"외",72.0476190476191,72.0476190476191,72.0476190476191,"-1",75611089,"ko","none",1599,7.377,1,3.78522062301636,4.96515703201294,132502,40124,1,3,6.66855049133301,2.50009942054749,8.10683822631836,5.17255210876465,1,1
"89","다른",1,96,"다른",1.67680287361145,5.86679840087891,7.92516660690308,"다른",153.761904761905,146.333333333333,146.333333333333,"-1",75611089,"ko","none",53516,10.888,2,4.65230941772461,3.78522062301636,1599,132502,1,1,5.7880072593689,6.66855049133301,7.62359476089478,8.10683822631836,1,1
"90","시작의",1,97,"시작의",12.3836913108826,6.45612525939941,7.79121589660645,"시작의",250.095238095238,152.238095238095,146.761904761905,"-1",75611089,"ko","none",35,3.555,3,1.67680287361145,4.65230941772461,53516,1599,2,1,5.86679840087891,5.7880072593689,7.92516660690308,7.62359476089478,1,1
"91","아니라",1,99,"아니라",4.24031782150269,6.41604852676392,8.04338264465332,"아니라",192.238095238095,131.47619047619,131.47619047619,"-1",75611089,"ko","none",14764,9.6,3,12.3836913108826,1.67680287361145,35,53516,3,2,6.45612525939941,5.86679840087891,7.79121589660645,7.92516660690308,1,1
"92","작물을",1,101,"작물을",12.548761844635,7.01814222335815,8.31117248535156,"작물을",321.047619047619,261.47619047619,212.952380952381,"-1",75611089,"ko","none",92,4.522,3,4.24031782150269,12.3836913108826,14764,35,3,3,6.41604852676392,6.45612525939941,8.04338264465332,7.79121589660645,1,1
