"","clean_word","sample_id","word_id","word.x","surp","shannon","renyi","word.y","total_rt","gaze_rt","firstfix_rt","model","model_size","lang","taint","freq","log_freq","len","prev_surp","prev2_surp","prev_freq","prev2_freq","prev_len","prev2_len","prev_shannon","prev2_shannon","prev_renyi","prev2_renyi","prev_sample","prev2_sample"
"32","ve",1,33,"ve",1.89367783069611,5.2780556678772,7.59004306793213,"ve",105,98,98,"-1",48430061,"tr","none",978829,13.794,2,10.1426503658295,14.883003950119,132,52,11,16,5.57308483123779,6.90478420257568,7.76588439941406,8.54813194274902,1,1
"33","bitmesini",1,34,"bitmesini",6.95536375045776,7.25776529312134,8.57954883575439,"bitmesini",600.666666666667,348.125,218.166666666667,"-1",48430061,"tr","none",57,4.043,9,1.89367783069611,10.1426503658295,978829,132,2,11,5.2780556678772,5.57308483123779,7.59004306793213,7.76588439941406,1,1
"34","kontrol",1,35,"kontrol",6.14878845214844,5.35477638244629,7.44092130661011,"kontrol",275.041666666667,206.666666666667,173.375,"-1",48430061,"tr","none",5022,8.522,7,6.95536375045776,1.89367783069611,57,978829,9,2,7.25776529312134,5.2780556678772,8.57954883575439,7.59004306793213,1,1
"35","ederdi",1,36,"ederdi",4.24146127700806,2.58910202980042,4.77258777618408,"ederdi",393,279.875,222.083333333333,"-1",48430061,"tr","none",24,3.178,6,6.14878845214844,6.95536375045776,5022,57,7,9,5.35477638244629,7.25776529312134,7.44092130661011,8.57954883575439,1,1
"36","ve",1,37,"ve",2.23189163208008,1.02800440788269,4.18696212768555,"ve",104.416666666667,76.75,76.75,"-1",48430061,"tr","none",978829,13.794,2,4.24146127700806,6.14878845214844,24,5022,6,7,2.58910202980042,5.35477638244629,4.77258777618408,7.44092130661011,1,1
"37","dolayısıyla",1,38,"dolayısıyla",6.79582500457764,6.66911649703979,8.42854690551758,"dolayısıyla",533.5,374.416666666667,241.083333333333,"-1",48430061,"tr","none",3567,8.179,11,2.23189163208008,4.24146127700806,978829,24,2,6,1.02800440788269,2.58910202980042,4.18696212768555,4.77258777618408,1,1
"38","savaş",1,39,"savaş",6.40608215332031,6.42294406890869,8.28485107421875,"savaş",315.375,211.083333333333,197.166666666667,"-1",48430061,"tr","none",9596,9.169,5,6.79582500457764,2.23189163208008,3567,978829,11,2,6.66911649703979,1.02800440788269,8.42854690551758,4.18696212768555,1,1
"39","ve",1,40,"ve",3.67982840538025,5.65110874176025,7.72891092300415,"ve",126,90.9583333333333,90.9583333333333,"-1",48430061,"tr","none",978829,13.794,2,6.40608215332031,6.79582500457764,9596,3567,5,11,6.42294406890869,6.66911649703979,8.28485107421875,8.42854690551758,1,1
"40","barışı",1,41,"barışı.",12.5556168556213,5.49889755249023,7.71949434280396,"barışı.",595,353.833333333333,261,"-1",48430061,"tr","none",236,5.464,6,3.67982840538025,6.40608215332031,978829,9596,2,5,5.65110874176025,6.42294406890869,7.72891092300415,8.28485107421875,1,1
"41","Onun",1,42,"Onun",4.71675109863281,3.70329999923706,7.18224000930786,"Onun",260,153.958333333333,146.208333333333,"-1",48430061,"tr","none",2186,7.69,4,12.5556168556213,3.67982840538025,236,978829,6,2,5.49889755249023,5.65110874176025,7.71949434280396,7.72891092300415,1,1
"42","tapınağının",1,43,"tapınağının",15.4253532886505,6.5918288230896,8.27673721313477,"tapınağının",720.791666666667,449.083333333333,238.416666666667,"-1",48430061,"tr","none",55,4.007,11,4.71675109863281,12.5556168556213,2186,236,4,6,3.70329999923706,5.49889755249023,7.18224000930786,7.71949434280396,1,1
"43","kapıları",1,44,"kapıları",7.3192081451416,6.69424962997437,8.25674915313721,"kapıları",621.666666666667,347.708333333333,225.416666666667,"-1",48430061,"tr","none",245,5.501,8,15.4253532886505,4.71675109863281,55,2186,11,4,6.5918288230896,3.70329999923706,8.27673721313477,7.18224000930786,1,1
"44","savaş",1,45,"savaş",5.99818992614746,5.93870258331299,8.16165828704834,"savaş",429.708333333333,159.666666666667,151.708333333333,"-1",48430061,"tr","none",9596,9.169,5,7.3192081451416,15.4253532886505,245,55,8,11,6.69424962997437,6.5918288230896,8.25674915313721,8.27673721313477,1,1
"45","zamanında",1,46,"zamanında",4.80894947052002,4.14461326599121,7.2053074836731,"zamanında",893.25,329.083333333333,197.791666666667,"-1",48430061,"tr","none",3050,8.023,9,5.99818992614746,7.3192081451416,9596,245,5,8,5.93870258331299,6.69424962997437,8.16165828704834,8.25674915313721,1,1
"46","açık",1,47,"açık",6.56938743591309,5.49363946914673,8.04008102416992,"açık",378.416666666667,176.375,164.041666666667,"-1",48430061,"tr","none",7443,8.915,4,4.80894947052002,5.99818992614746,3050,9596,9,5,4.14461326599121,5.93870258331299,7.2053074836731,8.16165828704834,1,1
"47","ve",1,48,"ve",2.40009045600891,4.98875188827515,7.12534189224243,"ve",136.375,102.416666666667,102.416666666667,"-1",48430061,"tr","none",978829,13.794,2,6.56938743591309,4.80894947052002,7443,3050,4,9,5.49363946914673,4.14461326599121,8.04008102416992,7.2053074836731,1,1
"48","barış",1,49,"barış",5.50933361053467,5.79728174209595,7.98308944702148,"barış",460.708333333333,204.5,187.833333333333,"-1",48430061,"tr","none",2341,7.758,5,2.40009045600891,6.56938743591309,978829,7443,2,4,4.98875188827515,5.49363946914673,7.12534189224243,8.04008102416992,1,1
"49","sırasında",1,50,"sırasında",8.30285453796387,1.98061263561249,6.04230737686157,"sırasında",715.541666666667,336.041666666667,201.625,"-1",48430061,"tr","none",16277,9.698,9,5.50933361053467,2.40009045600891,2341,978829,5,2,5.79728174209595,4.98875188827515,7.98308944702148,7.12534189224243,1,1
"50","kapalıydı",1,51,"kapalıydı.",7.90556883811951,6.32869529724121,8.13838768005371,"kapalıydı.",623.958333333333,371.875,278.666666666667,"-1",48430061,"tr","none",4,1.386,9,8.30285453796387,5.50933361053467,16277,2341,9,5,1.98061263561249,5.79728174209595,6.04230737686157,7.98308944702148,1,1
"51","Kapıların",1,52,"Kapıların",9.49062895774841,2.83855438232422,6.84886455535889,"Kapıların",748.25,371.916666666667,216.5,"-1",48430061,"tr","none",12,2.485,9,7.90556883811951,8.30285453796387,4,16277,9,9,6.32869529724121,1.98061263561249,8.13838768005371,6.04230737686157,1,1
"52","tanrısı",1,53,"tanrısı",4.59577751159668,6.09012222290039,7.93453073501587,"tanrısı",476.291666666667,297.666666666667,217.958333333333,"-1",48430061,"tr","none",578,6.36,7,9.49062895774841,7.90556883811951,12,4,9,9,2.83855438232422,6.32869529724121,6.84886455535889,8.13838768005371,1,1
"53","olarak",1,54,"olarak,",6.82347941398621,2.88573384284973,6.89205169677734,"olarak,",314.625,217.541666666667,192.25,"-1",48430061,"tr","none",213662,12.272,6,4.59577751159668,9.49062895774841,578,12,7,9,6.09012222290039,2.83855438232422,7.93453073501587,6.84886455535889,1,1
"54","o",1,55,"o",6.67136478424072,1.37125909328461,6.54366779327393,"o",84.5833333333333,51.875,51.875,"-1",48430061,"tr","none",19651,9.886,1,6.82347941398621,4.59577751159668,213662,578,6,7,2.88573384284973,6.09012222290039,6.89205169677734,7.93453073501587,1,1
"55","aynı",1,56,"aynı",5.93196296691895,5.73353385925293,7.87870788574219,"aynı",444.125,298.166666666667,230.833333333333,"-1",48430061,"tr","none",30180,10.315,4,6.67136478424072,6.82347941398621,19651,213662,1,6,1.37125909328461,2.88573384284973,6.54366779327393,6.89205169677734,1,1
"56","zamanda",1,57,"zamanda",0.15404999256134,1.19747769832611,5.83925628662109,"zamanda",522.666666666667,267.083333333333,212.875,"-1",48430061,"tr","none",14902,9.609,7,5.93196296691895,6.67136478424072,30180,19651,4,1,5.73353385925293,1.37125909328461,7.87870788574219,6.54366779327393,1,1
"57","evlerin",1,58,"evlerin",9.99326705932617,6.89255619049072,8.49215412139893,"evlerin",330.833333333333,205.625,181.666666666667,"-1",48430061,"tr","none",423,6.047,7,0.15404999256134,5.93196296691895,14902,30180,7,4,1.19747769832611,5.73353385925293,5.83925628662109,7.87870788574219,1,1
"58","kapılarının",1,59,"kapılarının",5.42057836055756,5.72533702850342,7.65362119674683,"kapılarının",675.041666666667,399.833333333333,177.083333333333,"-1",48430061,"tr","none",52,3.951,11,9.99326705932617,0.15404999256134,423,14902,7,7,6.89255619049072,1.19747769832611,8.49215412139893,5.83925628662109,1,1
"59","giriş",1,60,"giriş",7.49636650085449,5.83526706695557,7.80866575241089,"giriş",469.416666666667,214.291666666667,185.625,"-1",48430061,"tr","none",3145,8.054,5,5.42057836055756,9.99326705932617,52,423,11,7,5.72533702850342,6.89255619049072,7.65362119674683,8.49215412139893,1,1
"60","ve",1,61,"ve",2.98825573921204,3.8029465675354,6.40305995941162,"ve",156.041666666667,88.5,88.5,"-1",48430061,"tr","none",978829,13.794,2,7.49636650085449,5.42057836055756,3145,52,5,11,5.83526706695557,5.72533702850342,7.80866575241089,7.65362119674683,1,1
"61","çıkışlarıyla",1,62,"çıkışlarıyla",6.5125629901886,2.47999095916748,6.40332412719727,"çıkışlarıyla",621.333333333333,315.416666666667,213.708333333333,"-1",48430061,"tr","none",11,2.398,12,2.98825573921204,7.49636650085449,978829,3145,2,5,3.8029465675354,5.83526706695557,6.40305995941162,7.80866575241089,1,1
"62","da",1,63,"da",1.03615069389343,4.2603006362915,7.48446083068848,"da",43.125,43.125,43.125,"-1",48430061,"tr","none",141292,11.859,2,6.5125629901886,2.98825573921204,11,978829,12,2,2.47999095916748,3.8029465675354,6.40332412719727,6.40305995941162,1,1
"63","ilişkilendirildi",1,64,"ilişkilendirildi.",7.64119811356068,4.59593057632446,7.42037391662598,"ilişkilendirildi.",893.375,606.5,208.541666666667,"-1",48430061,"tr","none",3,1.099,16,1.03615069389343,6.5125629901886,141292,11,2,12,4.2603006362915,2.47999095916748,7.48446083068848,6.40332412719727,1,1
"64","Janus",1,65,"Janus,",2.62213407363743,4.34201431274414,7.39864873886108,"Janus,",348.375,281.541666666667,221.583333333333,"-1",48430061,"tr","none",27,3.296,5,7.64119811356068,1.03615069389343,3,141292,16,2,4.59593057632446,4.2603006362915,7.42037391662598,7.48446083068848,1,1
"65","sıklıkla",1,66,"sıklıkla",9.03451251983643,6.97600936889648,8.56336975097656,"sıklıkla",577.208333333333,377.25,280.583333333333,"-1",48430061,"tr","none",1830,7.512,8,2.62213407363743,7.64119811356068,27,3,5,16,4.34201431274414,4.59593057632446,7.39864873886108,7.42037391662598,1,1
"66","değişimi",1,67,"değişimi",12.6876373291016,7.08144760131836,8.63436698913574,"değişimi",605.375,340.291666666667,239.458333333333,"-1",48430061,"tr","none",631,6.447,8,9.03451251983643,2.62213407363743,1830,27,8,5,6.97600936889648,4.34201431274414,8.56336975097656,7.39864873886108,1,1
"67","ve",1,68,"ve",3.66466808319092,4.04660320281982,7.44975471496582,"ve",103.791666666667,57.8333333333333,57.8333333333333,"-1",48430061,"tr","none",978829,13.794,2,12.6876373291016,9.03451251983643,631,1830,8,8,7.08144760131836,6.97600936889648,8.63436698913574,8.56336975097656,1,1
"68","dönüşümü",1,69,"dönüşümü",6.08819961547852,7.34976577758789,8.63567638397217,"dönüşümü",691.916666666667,325.166666666667,227.666666666667,"-1",48430061,"tr","none",289,5.666,8,3.66466808319092,12.6876373291016,978829,631,2,8,4.04660320281982,7.08144760131836,7.44975471496582,8.63436698913574,1,1
"69","sembolize",1,70,"sembolize",3.66095963865519,5.38816499710083,7.73235130310059,"sembolize",654.416666666667,384.083333333333,239.875,"-1",48430061,"tr","none",345,5.844,9,6.08819961547852,3.66466808319092,289,978829,8,2,7.34976577758789,4.04660320281982,8.63567638397217,7.44975471496582,1,1
"70","etti",1,71,"etti,",4.10695683956146,2.29237174987793,3.67076921463013,"etti,",268.791666666667,206.666666666667,198.333333333333,"-1",48430061,"tr","none",4144,8.329,4,3.66095963865519,6.08819961547852,345,289,9,8,5.38816499710083,7.34976577758789,7.73235130310059,8.63567638397217,1,1
"71","örneğin",1,72,"örneğin",5.48272943496704,5.93734264373779,8.26225185394287,"örneğin",312.625,281,227.25,"-1",48430061,"tr","none",1461,7.287,7,4.10695683956146,3.66095963865519,4144,345,4,9,2.29237174987793,5.38816499710083,3.67076921463013,7.73235130310059,1,1
"72","bir",1,73,"bir",3.5362434387207,6.78085327148438,8.61828422546387,"bir",144.25,119.416666666667,119.416666666667,"-1",48430061,"tr","none",509451,13.141,3,5.48272943496704,4.10695683956146,1461,4144,7,4,5.93734264373779,2.29237174987793,8.26225185394287,3.67076921463013,1,1
"73","durumdan",1,74,"durumdan",10.7136135101318,7.31498336791992,8.61207008361816,"durumdan",468.875,269.375,184.583333333333,"-1",48430061,"tr","none",622,6.433,8,3.5362434387207,5.48272943496704,509451,1461,3,7,6.78085327148438,5.93734264373779,8.61828422546387,8.26225185394287,1,1
"74","diğerine",1,75,"diğerine,",4.77625060081482,5.49088001251221,7.8148045539856,"diğerine,",474,283.166666666667,209.625,"-1",48430061,"tr","none",381,5.943,8,10.7136135101318,3.5362434387207,622,509451,8,3,7.31498336791992,6.78085327148438,8.61207008361816,8.61828422546387,1,1
"75","bir",1,76,"bir",2.43589305877686,6.99000072479248,8.62107753753662,"bir",86.125,79,79,"-1",48430061,"tr","none",509451,13.141,3,4.77625060081482,10.7136135101318,381,622,8,8,5.49088001251221,7.31498336791992,7.8148045539856,8.61207008361816,1,1
"76","bakıştan",1,77,"bakıştan",11.7631721496582,6.66563320159912,8.1077356338501,"bakıştan",517.208333333333,361.375,257.291666666667,"-1",48430061,"tr","none",4,1.386,8,2.43589305877686,4.77625060081482,509451,381,3,8,6.99000072479248,5.49088001251221,8.62107753753662,7.8148045539856,1,1
"77","diğerine",1,78,"diğerine,",1.89305939525366,1.00792121887207,5.94363451004028,"diğerine,",448.666666666667,334.166666666667,234.791666666667,"-1",48430061,"tr","none",381,5.943,8,11.7631721496582,2.43589305877686,4,509451,8,3,6.66563320159912,6.99000072479248,8.1077356338501,8.62107753753662,1,1
"78","genç",1,79,"genç",8.77602195739746,5.39673089981079,8.23543357849121,"genç",152.666666666667,124.125,115.541666666667,"-1",48430061,"tr","none",7734,8.953,4,1.89305939525366,11.7631721496582,381,4,8,8,1.00792121887207,6.66563320159912,5.94363451004028,8.1077356338501,1,1
"79","insanların",1,80,"insanların",3.89685678482056,4.11530303955078,7.1814661026001,"insanların",554.625,350.791666666667,198.375,"-1",48430061,"tr","none",3437,8.142,10,8.77602195739746,1.89305939525366,7734,381,4,8,5.39673089981079,1.00792121887207,8.23543357849121,5.94363451004028,1,1
"80","yetişkinliğe",1,81,"yetişkinliğe",12.3294450044632,7.01914739608765,8.45163822174072,"yetişkinliğe",630.625,296.833333333333,194.625,"-1",48430061,"tr","none",37,3.611,12,3.89685678482056,8.77602195739746,3437,7734,10,4,4.11530303955078,5.39673089981079,7.1814661026001,8.23543357849121,1,1
"81","büyümesi",1,82,"büyümesi",11.0462970733643,4.9754467010498,7.11829614639282,"büyümesi",540.291666666667,319.333333333333,214.166666666667,"-1",48430061,"tr","none",279,5.631,8,12.3294450044632,3.89685678482056,37,3437,12,10,7.01914739608765,4.11530303955078,8.45163822174072,7.1814661026001,1,1
"82","gibi",1,83,"gibi.",6.1098413169384,1.28138387203217,4.93793058395386,"gibi.",258.875,142.083333333333,142.083333333333,"-1",48430061,"tr","none",61829,11.032,4,11.0462970733643,12.3294450044632,279,37,8,12,4.9754467010498,7.01914739608765,7.11829614639282,8.45163822174072,1,1
"83","Bu",1,84,"Bu",2.85628128051758,4.85451364517212,7.57058954238892,"Bu",97.5416666666667,86.8333333333333,86.8333333333333,"-1",48430061,"tr","none",115159,11.654,2,6.1098413169384,11.0462970733643,61829,279,4,8,1.28138387203217,4.9754467010498,4.93793058395386,7.11829614639282,1,1
"84","yüzden",1,85,"yüzden,",4.16105425357819,5.68144464492798,7.8326530456543,"yüzden,",437.833333333333,311.458333333333,258.75,"-1",48430061,"tr","none",4320,8.371,6,2.85628128051758,6.1098413169384,115159,61829,2,4,4.85451364517212,1.28138387203217,7.57058954238892,4.93793058395386,1,1
"85","hasat",1,87,"hasat",12.3654947280884,5.73090362548828,8.06707286834717,"hasat",427.125,200.291666666667,177.166666666667,"-1",48430061,"tr","none",248,5.513,5,4.16105425357819,2.85628128051758,4320,115159,6,2,5.68144464492798,4.85451364517212,7.8326530456543,7.57058954238892,1,1
"86","ve",1,88,"ve",2.97070384025574,5.30459976196289,7.59654092788696,"ve",134.083333333333,116.083333333333,116.083333333333,"-1",48430061,"tr","none",978829,13.794,2,12.3654947280884,4.16105425357819,248,4320,5,6,5.73090362548828,5.68144464492798,8.06707286834717,7.8326530456543,1,1
"87","ekin",1,89,"ekin",7.93613535165787,5.9970703125,7.9878568649292,"ekin",302.291666666667,208.083333333333,181.5,"-1",48430061,"tr","none",79,4.369,4,2.97070384025574,12.3654947280884,978829,248,2,5,5.30459976196289,5.73090362548828,7.59654092788696,8.06707286834717,1,1
"88","zamanlarında",1,90,"zamanlarında",12.6606798171997,4.27996158599854,7.61193561553955,"zamanlarında",440.25,288.25,206.166666666667,"-1",48430061,"tr","none",525,6.263,12,7.93613535165787,2.97070384025574,79,978829,4,2,5.9970703125,5.30459976196289,7.9878568649292,7.59654092788696,1,1
"89","ve",1,91,"ve",4.36393356323242,6.68889236450195,8.36482048034668,"ve",93.9166666666667,70.5416666666667,70.5416666666667,"-1",48430061,"tr","none",978829,13.794,2,12.6606798171997,7.93613535165787,525,79,12,4,4.27996158599854,5.9970703125,7.61193561553955,7.9878568649292,1,1
"90","buna",1,92,"buna",7.90734243392944,6.66391658782959,8.40363025665283,"buna",282.791666666667,197.666666666667,182.083333333333,"-1",48430061,"tr","none",4370,8.383,4,4.36393356323242,12.6606798171997,978829,525,2,12,6.68889236450195,4.27996158599854,8.36482048034668,7.61193561553955,1,1
"91","ilaveten",1,93,"ilaveten",5.00455093383789,3.06367778778076,6.65694189071655,"ilaveten",409.041666666667,276.958333333333,227.375,"-1",48430061,"tr","none",213,5.361,8,7.90734243392944,4.36393356323242,4370,978829,4,2,6.66391658782959,6.68889236450195,8.40363025665283,8.36482048034668,1,1
"92","düğünlerde",1,94,"düğünlerde,",12.4966416358948,6.69566249847412,8.54238891601562,"düğünlerde,",490.5,356.541666666667,207.083333333333,"-1",48430061,"tr","none",279,5.631,10,5.00455093383789,7.90734243392944,213,4370,8,4,3.06367778778076,6.66391658782959,6.65694189071655,8.40363025665283,1,1
