"","clean_word","lang","sample_id","word_id","word.x","surp","shannon","renyi","word.y","total_rt","gaze_rt","firstfix_rt","model","freq","len","prev_surp","prev2_surp","prev_freq","prev2_freq","prev_len","prev2_len","prev_shannon","prev2_shannon","prev_renyi","prev2_renyi","prev_sample","prev2_sample"
"1","eldgamle","no",1,2,"eldgamle",15.9166340827942,6.71479272842407,8.48886489868164,"eldgamle",832.625,531.28125,193.34375,"taint_none",3.22,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","romanske","no",1,3,"romanske",11.7630820721388,4.22802925109863,7.59421253204346,"romanske",813.0625,368.78125,207.71875,"taint_none",2.39,8,15.9166340827942,NA,3.22,NA,8,NA,6.71479272842407,NA,8.48886489868164,NA,1,NA
"3","religioner","no",1,4,"religioner",7.66779136657715,4.60199356079102,6.91689491271973,"religioner",577.4375,346.625,214.3125,"taint_none",4.06,10,11.7630820721388,15.9166340827942,2.39,3.22,8,8,4.22802925109863,6.71479272842407,7.59421253204346,8.48886489868164,1,1
"4","og","no",1,5,"og",3.12660574913025,3.64103555679321,6.38963985443115,"og",57.3125,48.0625,48.0625,"taint_none",7.46,2,7.66779136657715,11.7630820721388,4.06,2.39,10,8,4.60199356079102,4.22802925109863,6.91689491271973,7.59421253204346,1,1
"5","myter","no",1,6,"myter",4.6327109336853,6.42724180221558,8.02071857452393,"myter",443.4375,335.28125,252.46875,"taint_none",3.73,5,3.12660574913025,7.66779136657715,7.46,4.06,2,10,3.64103555679321,4.60199356079102,6.38963985443115,6.91689491271973,1,1
"6","regnes","no",1,7,"regnes",6.83429431915283,3.83019018173218,6.46079683303833,"regnes",471.40625,345.96875,243.5,"taint_none",4.57,6,4.6327109336853,3.12660574913025,3.73,7.46,5,2,6.42724180221558,3.64103555679321,8.02071857452393,6.38963985443115,1,1
"7","Janus","no",1,8,"Janus",15.3413841724396,5.54850578308105,7.90096759796143,"Janus",377.0625,273.9375,221.125,"taint_none",2.82,5,6.83429431915283,4.6327109336853,4.57,3.73,6,5,3.83019018173218,6.42724180221558,6.46079683303833,8.02071857452393,1,1
"8","som","no",1,9,"som",1.55243182182312,4.64553022384644,7.63403129577637,"som",175.71875,134.96875,117.09375,"taint_none",7.23,3,15.3413841724396,6.83429431915283,2.82,4.57,5,6,5.54850578308105,3.83019018173218,7.90096759796143,6.46079683303833,1,1
"9","guden","no",1,10,"guden",6.79928159713745,3.56820297241211,7.07224273681641,"guden",360.65625,285.46875,252.34375,"taint_none",3.67,5,1.55243182182312,15.3413841724396,7.23,2.82,3,5,4.64553022384644,5.54850578308105,7.63403129577637,7.90096759796143,1,1
"10","for","no",1,11,"for",0.512376308441162,2.04220962524414,5.5844783782959,"for",116.09375,116.09375,111.46875,"taint_none",7.17,3,6.79928159713745,1.55243182182312,3.67,7.23,5,3,3.56820297241211,4.64553022384644,7.07224273681641,7.63403129577637,1,1
"11","passasjer","no",1,12,"passasjer",12.328351020813,6.3976411819458,8.01930713653564,"passasjer",613.03125,422.59375,239.90625,"taint_none",3.87,9,0.512376308441162,6.79928159713745,7.17,3.67,3,5,2.04220962524414,3.56820297241211,5.5844783782959,7.07224273681641,1,1
"12","og","no",1,13,"og",3.83353424072266,2.78800201416016,6.22503519058228,"og",42.53125,42.53125,42.53125,"taint_none",7.46,2,12.328351020813,0.512376308441162,3.87,7.17,9,3,6.3976411819458,2.04220962524414,8.01930713653564,5.5844783782959,1,1
"13","porter","no",1,14,"porter.",12.9756605625153,6.80714321136475,8.19653511047363,"porter.",482.59375,415,276.46875,"taint_none",3.82,6,3.83353424072266,12.328351020813,7.46,3.87,2,9,2.78800201416016,6.3976411819458,6.22503519058228,8.01930713653564,1,1
"14","Han","no",1,15,"Han",2.099365234375,4.64504241943359,7.27903127670288,"Han",147.25,131.59375,131.59375,"taint_none",6.67,3,12.9756605625153,3.83353424072266,3.82,7.46,6,2,6.80714321136475,2.78800201416016,8.19653511047363,6.22503519058228,1,1
"15","har","no",1,16,"har",3.23007225990295,4.50051307678223,7.15604972839355,"har",175.46875,148.8125,143.53125,"taint_none",7.1,3,2.099365234375,12.9756605625153,6.67,3.82,3,6,4.64504241943359,6.80714321136475,7.27903127670288,8.19653511047363,1,1
"16","en","no",1,17,"en",2.91270780563354,4.73828887939453,7.19227695465088,"en",104.15625,104.15625,104.15625,"taint_none",7.2,2,3.23007225990295,2.099365234375,7.1,6.67,3,3,4.50051307678223,4.64504241943359,7.15604972839355,7.27903127670288,1,1
"17","dobbel","no",1,18,"dobbel",7.16135311126709,5.93125152587891,7.72978544235229,"dobbel",264.625,251.15625,184.71875,"taint_none",4.22,6,2.91270780563354,3.23007225990295,7.2,7.1,2,3,4.73828887939453,4.50051307678223,7.19227695465088,7.15604972839355,1,1
"18","karakter","no",1,19,"karakter",5.60128498077393,6.33095693588257,7.92541265487671,"karakter",456.125,380.6875,199.65625,"taint_none",4.56,8,7.16135311126709,2.91270780563354,4.22,7.2,6,2,5.93125152587891,4.73828887939453,7.72978544235229,7.19227695465088,1,1
"19","og","no",1,20,"og",2.57765030860901,2.55526828765869,5.56268310546875,"og",29.34375,29.34375,29.34375,"taint_none",7.46,2,5.60128498077393,7.16135311126709,4.56,4.22,8,6,6.33095693588257,5.93125152587891,7.92541265487671,7.72978544235229,1,1
"20","avbildes","no",1,21,"avbildes",12.0603185892105,4.94020223617554,7.61429691314697,"avbildes",542.90625,440.21875,278.4375,"taint_none",2.31,8,2.57765030860901,5.60128498077393,7.46,4.56,2,8,2.55526828765869,6.33095693588257,5.56268310546875,7.92541265487671,1,1
"21","ofte","no",1,22,"ofte",2.35444045066833,3.79751968383789,6.74159240722656,"ofte",222.46875,199.3125,196.0625,"taint_none",5.61,4,12.0603185892105,2.57765030860901,2.31,7.46,8,2,4.94020223617554,2.55526828765869,7.61429691314697,5.56268310546875,1,1
"22","med","no",1,23,"med",1.66902995109558,2.82676768302917,6.03341197967529,"med",124.3125,99.09375,93.625,"taint_none",7.12,3,2.35444045066833,12.0603185892105,5.61,2.31,4,8,3.79751968383789,4.94020223617554,6.74159240722656,7.61429691314697,1,1
"23","to","no",1,24,"to",4.66775846481323,6.0227222442627,8.20195198059082,"to",144.6875,132.875,132.875,"taint_none",6.16,2,1.66902995109558,2.35444045066833,7.12,5.61,3,4,2.82676768302917,3.79751968383789,6.03341197967529,6.74159240722656,1,1
"24","ansikt","no",1,25,"ansikt,",8.15639972686768,6.54559707641602,8.10604476928711,"ansikt,",334.71875,263.53125,208,"taint_none",4.51,6,4.66775846481323,1.66902995109558,6.16,7.12,2,3,6.0227222442627,2.82676768302917,8.20195198059082,6.03341197967529,1,1
"25","fordi","no",1,26,"fordi",7.67045116424561,5.40625143051147,7.79825305938721,"fordi",253.25,229.59375,219.09375,"taint_none",5.85,5,8.15639972686768,4.66775846481323,4.51,6.16,6,2,6.54559707641602,6.0227222442627,8.10604476928711,8.20195198059082,1,1
"26","han","no",1,27,"han",0.387712448835373,2.3252284526825,6.90360641479492,"han",114.03125,103,103,"taint_none",6.67,3,7.67045116424561,8.15639972686768,5.85,4.51,5,6,5.40625143051147,6.54559707641602,7.79825305938721,8.10604476928711,1,1
"27","kan","no",1,28,"kan",4.0464506149292,5.22652912139893,7.36177015304565,"kan",183.40625,146.25,146.25,"taint_none",6.78,3,0.387712448835373,7.67045116424561,6.67,5.85,3,5,2.3252284526825,5.40625143051147,6.90360641479492,7.79825305938721,1,1
